center,bp_year,assessment_id,assessment_upload_days,assessment_upload_date,implementation_upload_days,implementation_upload_date,page,source_url
UL,2022,UL2209,214,03/04/2023,434,10/10/2023,1,https://iac.university/center/UL/internal/activity-log/BP2022
UL,2022,UL2208,280,03/23/2023,CnC,09/25/2023,1,https://iac.university/center/UL/internal/activity-log/BP2022
UL,2022,UL2207,223,01/11/2023,466,09/11/2023,1,https://iac.university/center/UL/internal/activity-log/BP2022
UL,2022,UL2206,195,11/03/2022,CnC,10/10/2023,1,https://iac.university/center/UL/internal/activity-log/BP2022
UL,2022,UL2205,183,10/13/2022,370,04/18/2023,1,https://iac.university/center/UL/internal/activity-log/BP2022
UL,2022,UL2204,166,09/12/2022,CnC,10/21/2023,1,https://iac.university/center/UL/internal/activity-log/BP2022
UL,2022,UL2203,161,08/11/2022,417,04/24/2023,1,https://iac.university/center/UL/internal/activity-log/BP2022
UL,2022,UL2202,112,06/09/2022,496,06/28/2023,1,https://iac.university/center/UL/internal/activity-log/BP2022
UL,2023,UL2318,56,01/26/2024,429,02/02/2025,1,https://iac.university/center/UL/internal/activity-log/BP2023
UL,2023,UL2317,60,01/13/2024,446,02/02/2025,1,https://iac.university/center/UL/internal/activity-log/BP2023
UL,2023,UL2316,60,01/08/2024,451,02/02/2025,1,https://iac.university/center/UL/internal/activity-log/BP2023
UL,2023,UL2315,56,12/21/2023,381,11/10/2024,1,https://iac.university/center/UL/internal/activity-log/BP2023
UL,2023,UL2314,60,12/11/2023,395,11/10/2024,1,https://iac.university/center/UL/internal/activity-log/BP2023
UL,2023,UL2313,54,11/21/2023,CnC,11/10/2024,1,https://iac.university/center/UL/internal/activity-log/BP2023
UL,2023,UL2312,59,11/10/2023,394,10/10/2024,1,https://iac.university/center/UL/internal/activity-log/BP2023
UL,2023,UL2311,57,10/25/2023,254,05/09/2024,1,https://iac.university/center/UL/internal/activity-log/BP2023
UL,2023,UL2310,57,10/18/2023,CnC,09/26/2024,1,https://iac.university/center/UL/internal/activity-log/BP2023
UL,2023,UL2309,59,09/24/2023,397,08/27/2024,1,https://iac.university/center/UL/internal/activity-log/BP2023
UL,2023,UL2308,59,09/11/2023,CnC,08/27/2024,1,https://iac.university/center/UL/internal/activity-log/BP2023
UL,2023,UL2307,58,08/11/2023,356,06/04/2024,1,https://iac.university/center/UL/internal/activity-log/BP2023
UL,2023,UL2306,54,07/24/2023,344,05/09/2024,1,https://iac.university/center/UL/internal/activity-log/BP2023
UL,2023,UL2305,60,07/16/2023,348,04/29/2024,1,https://iac.university/center/UL/internal/activity-log/BP2023
UL,2023,UL2304,60,07/03/2023,363,05/01/2024,1,https://iac.university/center/UL/internal/activity-log/BP2023
UL,2023,UL2303,62,06/20/2023,CnC,06/04/2024,1,https://iac.university/center/UL/internal/activity-log/BP2023
UL,2023,UL2302,57,06/01/2023,422,05/31/2024,1,https://iac.university/center/UL/internal/activity-log/BP2023
UL,2023,UL2301,59,07/06/2023,357,04/29/2024,1,https://iac.university/center/UL/internal/activity-log/BP2023
UL,2024,UL2432,433,12/18/2025,,,1,https://iac.university/center/UL/internal/activity-log/BP2024
UL,2024,UL2431,59,09/01/2024,578+,,1,https://iac.university/center/UL/internal/activity-log/BP2024
UL,2024,UL2430,167,07/23/2024,727+,,1,https://iac.university/center/UL/internal/activity-log/BP2024
UL,2024,UL2419,54,01/07/2025,CnC,01/15/2026,1,https://iac.university/center/UL/internal/activity-log/BP2024
UL,2024,UL2418,48,12/11/2024,447,01/14/2026,1,https://iac.university/center/UL/internal/activity-log/BP2024
UL,2024,UL2417,53,11/25/2024,CnC,01/15/2026,1,https://iac.university/center/UL/internal/activity-log/BP2024
UL,2024,UL2416,58,11/15/2024,CnC,01/15/2026,1,https://iac.university/center/UL/internal/activity-log/BP2024
UL,2024,UL2415,57,11/07/2024,CnC,01/15/2026,1,https://iac.university/center/UL/internal/activity-log/BP2024
UL,2024,UL2414,63,10/23/2024,CnC,01/15/2026,1,https://iac.university/center/UL/internal/activity-log/BP2024
UL,2024,UL2413,59,10/12/2024,CnC,01/15/2026,1,https://iac.university/center/UL/internal/activity-log/BP2024
UL,2024,UL2412,57,09/20/2024,CnC,01/15/2026,1,https://iac.university/center/UL/internal/activity-log/BP2024
UL,2024,UL2411,54,09/03/2024,CnC,01/15/2026,1,https://iac.university/center/UL/internal/activity-log/BP2024
UL,2024,UL2410,57,08/23/2024,CnC,01/15/2026,1,https://iac.university/center/UL/internal/activity-log/BP2024
UL,2024,UL2409,57,08/16/2024,574,01/15/2026,1,https://iac.university/center/UL/internal/activity-log/BP2024
UL,2024,UL2408,58,07/18/2024,CnC,01/15/2026,1,https://iac.university/center/UL/internal/activity-log/BP2024
UL,2024,UL2407,51,06/28/2024,CnC,01/15/2026,1,https://iac.university/center/UL/internal/activity-log/BP2024
UL,2024,UL2406,48,06/10/2024,CnC,01/15/2026,1,https://iac.university/center/UL/internal/activity-log/BP2024
UL,2024,UL2405,54,06/04/2024,CnC,01/15/2026,1,https://iac.university/center/UL/internal/activity-log/BP2024
UL,2024,UL2404,51,05/10/2024,CnC,01/15/2026,1,https://iac.university/center/UL/internal/activity-log/BP2024
UL,2024,UL2403,55,04/10/2024,700,01/14/2026,1,https://iac.university/center/UL/internal/activity-log/BP2024
UL,2024,UL2402,55,03/27/2024,CnC,01/15/2026,1,https://iac.university/center/UL/internal/activity-log/BP2024
UL,2024,UL2401,51,03/08/2024,634,10/13/2025,1,https://iac.university/center/UL/internal/activity-log/BP2024
UL,2025,UL2517,37,12/11/2025,90+,,1,https://iac.university/center/UL/internal/activity-log/BP2025
UL,2025,UL2516,67,12/05/2025,126+,,1,https://iac.university/center/UL/internal/activity-log/BP2025
UL,2025,UL2515,57,11/19/2025,132+,,1,https://iac.university/center/UL/internal/activity-log/BP2025
UL,2025,UL2514,60,11/03/2025,151+,,1,https://iac.university/center/UL/internal/activity-log/BP2025
UL,2025,UL2513,59,09/12/2025,202+,,1,https://iac.university/center/UL/internal/activity-log/BP2025
UL,2025,UL2512,58,08/29/2025,215+,,1,https://iac.university/center/UL/internal/activity-log/BP2025
UL,2025,UL2511,44,08/08/2025,222+,,1,https://iac.university/center/UL/internal/activity-log/BP2025
UL,2025,UL2510,56,07/30/2025,243+,,1,https://iac.university/center/UL/internal/activity-log/BP2025
UL,2025,UL2509,57,07/17/2025,257+,,1,https://iac.university/center/UL/internal/activity-log/BP2025
UL,2025,UL2508,63,07/09/2025,271+,,1,https://iac.university/center/UL/internal/activity-log/BP2025
UL,2025,UL2507,58,06/20/2025,285+,,1,https://iac.university/center/UL/internal/activity-log/BP2025
UL,2025,UL2506,58,06/06/2025,299+,,1,https://iac.university/center/UL/internal/activity-log/BP2025
UL,2025,UL2505,54,05/19/2025,313+,,1,https://iac.university/center/UL/internal/activity-log/BP2025
UL,2025,UL2504,54,05/05/2025,327+,,1,https://iac.university/center/UL/internal/activity-log/BP2025
UL,2025,UL2503,57,04/11/2025,355+,,1,https://iac.university/center/UL/internal/activity-log/BP2025
UL,2025,UL2502,57,03/28/2025,369+,,1,https://iac.university/center/UL/internal/activity-log/BP2025
UL,2025,UL2501,55,03/14/2025,381+,,1,https://iac.university/center/UL/internal/activity-log/BP2025
UU,2021,UU0191,58,10/09/2021,327,07/05/2022,1,https://iac.university/center/UU/internal/activity-log/BP2021
UU,2021,UU0190,58,10/15/2021,CnC,07/14/2022,1,https://iac.university/center/UU/internal/activity-log/BP2021
UU,2021,UU0189,36,08/20/2021,284,04/25/2022,1,https://iac.university/center/UU/internal/activity-log/BP2021
UU,2021,UU0188,54,08/24/2021,298,04/25/2022,1,https://iac.university/center/UU/internal/activity-log/BP2021
UU,2021,UU0187,40,07/27/2021,292,04/05/2022,1,https://iac.university/center/UU/internal/activity-log/BP2021
UU,2021,UU0186,27,06/30/2021,300,03/30/2022,1,https://iac.university/center/UU/internal/activity-log/BP2021
UU,2021,UU0185,49,07/14/2021,303,03/25/2022,1,https://iac.university/center/UU/internal/activity-log/BP2021
UU,2021,UU0184,19,06/01/2021,313,03/22/2022,1,https://iac.university/center/UU/internal/activity-log/BP2021
UU,2021,UU0183,59,05/20/2021,315,01/31/2022,1,https://iac.university/center/UU/internal/activity-log/BP2021
UU,2021,UU0182,56,05/21/2021,315,02/04/2022,1,https://iac.university/center/UU/internal/activity-log/BP2021
UU,2021,UU0181,56,04/29/2021,329,01/26/2022,1,https://iac.university/center/UU/internal/activity-log/BP2021
UU,2021,UU0180,56,04/23/2021,322,01/13/2022,1,https://iac.university/center/UU/internal/activity-log/BP2021
UU,2021,UU0179,55,03/24/2021,299,11/22/2021,1,https://iac.university/center/UU/internal/activity-log/BP2021
UU,2021,UU0178,56,03/10/2021,258,09/29/2021,1,https://iac.university/center/UU/internal/activity-log/BP2021
UU,2021,UU0177,45,03/04/2021,272,10/18/2021,1,https://iac.university/center/UU/internal/activity-log/BP2021
UU,2021,UU0176,58,01/09/2021,320,09/29/2021,1,https://iac.university/center/UU/internal/activity-log/BP2021
UU,2021,UU0175,57,12/23/2020,219,06/03/2021,1,https://iac.university/center/UU/internal/activity-log/BP2021
UU,2021,UU0174,59,12/07/2020,329,09/03/2021,1,https://iac.university/center/UU/internal/activity-log/BP2021
UU,2021,UU0173,51,12/23/2020,324,09/23/2021,1,https://iac.university/center/UU/internal/activity-log/BP2021
UU,2021,UU0172,59,10/30/2020,316,07/14/2021,1,https://iac.university/center/UU/internal/activity-log/BP2021
UU,2022,UU0209,59,10/21/2022,325,07/14/2023,1,https://iac.university/center/UU/internal/activity-log/BP2022
UU,2022,UU0208,58,10/27/2022,311,07/07/2023,1,https://iac.university/center/UU/internal/activity-log/BP2022
UU,2022,UU0207,58,09/17/2022,315,06/01/2023,1,https://iac.university/center/UU/internal/activity-log/BP2022
UU,2022,UU0206,58,09/03/2022,302,05/05/2023,1,https://iac.university/center/UU/internal/activity-log/BP2022
UU,2022,UU0205,58,08/18/2022,329,05/16/2023,1,https://iac.university/center/UU/internal/activity-log/BP2022
UU,2022,UU0204,54,08/02/2022,328,05/03/2023,1,https://iac.university/center/UU/internal/activity-log/BP2022
UU,2022,UU0203,56,07/06/2022,323,03/30/2023,1,https://iac.university/center/UU/internal/activity-log/BP2022
UU,2022,UU0202,59,07/15/2022,328,04/10/2023,1,https://iac.university/center/UU/internal/activity-log/BP2022
UU,2022,UU0201,58,06/04/2022,323,02/24/2023,1,https://iac.university/center/UU/internal/activity-log/BP2022
UU,2022,UU0200,52,04/25/2022,314,01/11/2023,1,https://iac.university/center/UU/internal/activity-log/BP2022
UU,2022,UU0199,58,04/17/2022,295,12/09/2022,1,https://iac.university/center/UU/internal/activity-log/BP2022
UU,2022,UU0198,57,03/20/2022,311,11/28/2022,1,https://iac.university/center/UU/internal/activity-log/BP2022
UU,2022,UU0197,58,03/03/2022,311,11/11/2022,1,https://iac.university/center/UU/internal/activity-log/BP2022
UU,2022,UU0196,57,01/12/2022,309,09/22/2022,1,https://iac.university/center/UU/internal/activity-log/BP2022
UU,2022,UU0195,58,01/07/2022,CnC,10/03/2022,1,https://iac.university/center/UU/internal/activity-log/BP2022
UU,2022,UU0194,51,12/16/2021,286,08/08/2022,1,https://iac.university/center/UU/internal/activity-log/BP2022
UU,2022,UU0193,59,12/10/2021,323,08/31/2022,1,https://iac.university/center/UU/internal/activity-log/BP2022
UU,2022,UU0192,58,11/19/2021,320,08/08/2022,1,https://iac.university/center/UU/internal/activity-log/BP2022
UU,2023,UU0234,60,09/25/2023,313,06/04/2024,1,https://iac.university/center/UU/internal/activity-log/BP2023
UU,2023,UU0233,60,08/27/2023,331,05/24/2024,1,https://iac.university/center/UU/internal/activity-log/BP2023
UU,2023,UU0232,59,08/26/2023,331,05/24/2024,1,https://iac.university/center/UU/internal/activity-log/BP2023
UU,2023,UU0231,60,10/30/2023,322,07/18/2024,1,https://iac.university/center/UU/internal/activity-log/BP2023
UU,2023,UU0230,57,10/27/2023,306,07/02/2024,1,https://iac.university/center/UU/internal/activity-log/BP2023
UU,2023,UU0229,59,10/08/2023,322,06/27/2024,1,https://iac.university/center/UU/internal/activity-log/BP2023
UU,2023,UU0228,59,08/18/2023,339,05/24/2024,1,https://iac.university/center/UU/internal/activity-log/BP2023
UU,2023,UU0227,51,09/01/2023,317,05/24/2024,1,https://iac.university/center/UU/internal/activity-log/BP2023
UU,2023,UU0226,58,07/07/2023,317,03/22/2024,1,https://iac.university/center/UU/internal/activity-log/BP2023
UU,2023,UU0225,57,08/10/2023,323,05/02/2024,1,https://iac.university/center/UU/internal/activity-log/BP2023
UU,2023,UU0224,58,08/10/2023,314,04/22/2024,1,https://iac.university/center/UU/internal/activity-log/BP2023
UU,2023,UU0223,48,07/03/2023,309,03/20/2024,1,https://iac.university/center/UU/internal/activity-log/BP2023
UU,2023,UU0222,56,07/26/2023,323,04/18/2024,1,https://iac.university/center/UU/internal/activity-log/BP2023
UU,2023,UU0221,50,06/29/2023,315,03/20/2024,1,https://iac.university/center/UU/internal/activity-log/BP2023
UU,2023,UU0220,58,05/20/2023,315,02/01/2024,1,https://iac.university/center/UU/internal/activity-log/BP2023
UU,2023,UU0219,59,05/11/2023,311,01/18/2024,1,https://iac.university/center/UU/internal/activity-log/BP2023
UU,2023,UU0218,53,04/22/2023,324,01/17/2024,1,https://iac.university/center/UU/internal/activity-log/BP2023
UU,2023,UU0217,59,03/20/2023,330,12/15/2023,1,https://iac.university/center/UU/internal/activity-log/BP2023
UU,2023,UU0216,51,03/05/2023,CnC,12/08/2023,1,https://iac.university/center/UU/internal/activity-log/BP2023
UU,2023,UU0215,56,03/02/2023,328,11/29/2023,1,https://iac.university/center/UU/internal/activity-log/BP2023
UU,2023,UU0214,55,12/29/2022,312,09/12/2023,1,https://iac.university/center/UU/internal/activity-log/BP2023
UU,2023,UU0213,60,12/20/2022,299,08/16/2023,1,https://iac.university/center/UU/internal/activity-log/BP2023
UU,2023,UU0212,60,12/20/2022,299,08/16/2023,1,https://iac.university/center/UU/internal/activity-log/BP2023
UU,2023,UU0211,58,12/08/2022,308,08/15/2023,1,https://iac.university/center/UU/internal/activity-log/BP2023
UU,2023,UU0210,59,11/10/2022,323,08/01/2023,1,https://iac.university/center/UU/internal/activity-log/BP2023
UU,2024,UU0261,60,10/18/2024,330,07/15/2025,1,https://iac.university/center/UU/internal/activity-log/BP2024
UU,2024,UU0260,59,10/28/2024,329,07/25/2025,1,https://iac.university/center/UU/internal/activity-log/BP2024
UU,2024,UU0259,57,10/09/2024,324,07/03/2025,1,https://iac.university/center/UU/internal/activity-log/BP2024
UU,2024,UU0258,50,10/08/2024,318,07/03/2025,1,https://iac.university/center/UU/internal/activity-log/BP2024
UU,2024,UU0257,59,08/10/2024,322,04/30/2025,1,https://iac.university/center/UU/internal/activity-log/BP2024
UU,2024,UU0256,73,08/18/2024,330,05/02/2025,1,https://iac.university/center/UU/internal/activity-log/BP2024
UU,2024,UU0255,59,07/20/2024,330,04/17/2025,1,https://iac.university/center/UU/internal/activity-log/BP2024
UU,2024,UU0254,59,08/01/2024,302,04/01/2025,1,https://iac.university/center/UU/internal/activity-log/BP2024
UU,2024,UU0253,60,05/21/2024,319,02/04/2025,1,https://iac.university/center/UU/internal/activity-log/BP2024
UU,2024,UU0252,59,05/20/2024,313,01/29/2025,1,https://iac.university/center/UU/internal/activity-log/BP2024
UU,2024,UU0251,48,07/02/2024,320,03/31/2025,1,https://iac.university/center/UU/internal/activity-log/BP2024
UU,2024,UU0250,59,05/07/2024,320,01/22/2025,1,https://iac.university/center/UU/internal/activity-log/BP2024
UU,2024,UU0249,56,04/17/2024,331,01/16/2025,1,https://iac.university/center/UU/internal/activity-log/BP2024
UU,2024,UU0248,58,05/10/2024,306,01/13/2025,1,https://iac.university/center/UU/internal/activity-log/BP2024
UU,2024,UU0247,59,05/10/2024,307,01/13/2025,1,https://iac.university/center/UU/internal/activity-log/BP2024
UU,2024,UU0246,56,04/19/2024,327,01/14/2025,1,https://iac.university/center/UU/internal/activity-log/BP2024
UU,2024,UU0245,59,02/08/2024,310,10/17/2024,1,https://iac.university/center/UU/internal/activity-log/BP2024
UU,2024,UU0244,60,01/29/2024,328,10/24/2024,1,https://iac.university/center/UU/internal/activity-log/BP2024
UU,2024,UU0243,59,01/19/2024,330,10/17/2024,1,https://iac.university/center/UU/internal/activity-log/BP2024
UU,2024,UU0242,59,03/09/2024,330,12/05/2024,1,https://iac.university/center/UU/internal/activity-log/BP2024
UU,2024,UU0241,57,03/09/2024,311,11/18/2024,1,https://iac.university/center/UU/internal/activity-log/BP2024
UU,2024,UU0240,60,01/08/2024,327,10/02/2024,1,https://iac.university/center/UU/internal/activity-log/BP2024
UU,2024,UU0239,59,12/11/2023,326,09/03/2024,1,https://iac.university/center/UU/internal/activity-log/BP2024
UU,2024,UU0238,56,11/22/2023,303,07/26/2024,1,https://iac.university/center/UU/internal/activity-log/BP2024
UU,2024,UU0237,48,12/04/2023,309,08/21/2024,1,https://iac.university/center/UU/internal/activity-log/BP2024
UU,2024,UU0236,58,12/16/2023,308,08/22/2024,1,https://iac.university/center/UU/internal/activity-log/BP2024
UU,2024,UU0235,59,12/18/2023,331,09/15/2024,1,https://iac.university/center/UU/internal/activity-log/BP2024
UU,2025,UU0291,59,12/19/2025,104+,,1,https://iac.university/center/UU/internal/activity-log/BP2025
UU,2025,UU0290,58,09/26/2025,187+,,1,https://iac.university/center/UU/internal/activity-log/BP2025
UU,2025,UU0289,57,09/04/2025,208+,,1,https://iac.university/center/UU/internal/activity-log/BP2025
UU,2025,UU0288,59,10/19/2025,165+,,1,https://iac.university/center/UU/internal/activity-log/BP2025
UU,2025,UU0287,54,10/21/2025,158+,,1,https://iac.university/center/UU/internal/activity-log/BP2025
UU,2025,UU0286,58,10/03/2025,180+,,1,https://iac.university/center/UU/internal/activity-log/BP2025
UU,2025,UU0285,59,09/29/2025,185+,,1,https://iac.university/center/UU/internal/activity-log/BP2025
UU,2025,UU0284,60,10/04/2025,181+,,1,https://iac.university/center/UU/internal/activity-log/BP2025
UU,2025,UU0283,52,08/22/2025,216+,,1,https://iac.university/center/UU/internal/activity-log/BP2025
UU,2025,UU0282,43,08/13/2025,216+,,1,https://iac.university/center/UU/internal/activity-log/BP2025
UU,2025,UU0281,58,08/22/2025,222+,,1,https://iac.university/center/UU/internal/activity-log/BP2025
UU,2025,UU0280,59,08/22/2025,223+,,1,https://iac.university/center/UU/internal/activity-log/BP2025
UU,2025,UU0279,59,08/07/2025,238+,,1,https://iac.university/center/UU/internal/activity-log/BP2025
UU,2025,UU0278,58,09/04/2025,209+,,1,https://iac.university/center/UU/internal/activity-log/BP2025
UU,2025,UU0277,59,07/18/2025,258+,,1,https://iac.university/center/UU/internal/activity-log/BP2025
UU,2025,UU0276,56,07/17/2025,256+,,1,https://iac.university/center/UU/internal/activity-log/BP2025
UU,2025,UU0275,57,07/10/2025,264+,,1,https://iac.university/center/UU/internal/activity-log/BP2025
UU,2025,UU0274,59,07/10/2025,266+,,1,https://iac.university/center/UU/internal/activity-log/BP2025
UU,2025,UU0273,55,06/18/2025,284+,,1,https://iac.university/center/UU/internal/activity-log/BP2025
UU,2025,UU0272,56,05/05/2025,304,01/08/2026,1,https://iac.university/center/UU/internal/activity-log/BP2025
UU,2025,UU0271,50,05/02/2025,326+,,1,https://iac.university/center/UU/internal/activity-log/BP2025
UU,2025,UU0270,59,05/12/2025,312,01/20/2026,1,https://iac.university/center/UU/internal/activity-log/BP2025
UU,2025,UU0269,55,04/22/2025,316,01/07/2026,1,https://iac.university/center/UU/internal/activity-log/BP2025
UU,2025,UU0268,46,03/18/2025,329,12/25/2025,1,https://iac.university/center/UU/internal/activity-log/BP2025
UU,2025,UU0267,59,03/30/2025,330,12/25/2025,1,https://iac.university/center/UU/internal/activity-log/BP2025
UU,2025,UU0266,59,03/15/2025,297,11/07/2025,1,https://iac.university/center/UU/internal/activity-log/BP2025
UU,2025,UU0265,57,01/18/2025,321,10/10/2025,1,https://iac.university/center/UU/internal/activity-log/BP2025
UU,2025,UU0264,58,12/14/2024,328,09/10/2025,1,https://iac.university/center/UU/internal/activity-log/BP2025
UU,2025,UU0263,60,12/14/2024,324,09/04/2025,1,https://iac.university/center/UU/internal/activity-log/BP2025
UU,2025,UU0262,60,11/26/2024,328,08/21/2025,1,https://iac.university/center/UU/internal/activity-log/BP2025
UU,2026,UU0296,25+,,,,1,https://iac.university/center/UU/internal/activity-log/BP2026
UU,2026,UU0295,20,01/27/2026,,,1,https://iac.university/center/UU/internal/activity-log/BP2026
UU,2026,UU0294,20,01/26/2026,,,1,https://iac.university/center/UU/internal/activity-log/BP2026
UU,2026,UU0293,18,01/23/2026,,,1,https://iac.university/center/UU/internal/activity-log/BP2026
UU,2026,UU0292,19,01/21/2026,,,1,https://iac.university/center/UU/internal/activity-log/BP2026
UW,2022,UW2220,17,12/29/2022,295,10/04/2023,1,https://iac.university/center/UW/internal/activity-log/BP2022
UW,2022,UW2219,56,12/28/2022,336,10/04/2023,1,https://iac.university/center/UW/internal/activity-log/BP2022
UW,2022,UW2218,57,12/28/2022,337,10/04/2023,1,https://iac.university/center/UW/internal/activity-log/BP2022
UW,2022,UW2217,60,12/17/2022,337,09/20/2023,1,https://iac.university/center/UW/internal/activity-log/BP2022
UW,2022,UW2216,60,12/16/2022,338,09/20/2023,1,https://iac.university/center/UW/internal/activity-log/BP2022
UW,2022,UW2215,60,12/11/2022,348,09/25/2023,1,https://iac.university/center/UW/internal/activity-log/BP2022
UW,2022,UW2214,60,11/21/2022,368,09/25/2023,1,https://iac.university/center/UW/internal/activity-log/BP2022
UW,2022,UW2213,52,11/12/2022,344,08/31/2023,1,https://iac.university/center/UW/internal/activity-log/BP2022
UW,2022,UW2212,59,11/18/2022,331,08/17/2023,1,https://iac.university/center/UW/internal/activity-log/BP2022
UW,2022,UW2211,60,11/18/2022,332,08/17/2023,1,https://iac.university/center/UW/internal/activity-log/BP2022
UW,2022,UW2210,59,11/14/2022,335,08/17/2023,1,https://iac.university/center/UW/internal/activity-log/BP2022
UW,2022,UW2209,58,11/12/2022,336,08/17/2023,1,https://iac.university/center/UW/internal/activity-log/BP2022
UW,2022,UW2208,64,10/21/2022,302,06/16/2023,1,https://iac.university/center/UW/internal/activity-log/BP2022
UW,2022,UW2207,117,12/04/2022,338,07/13/2023,1,https://iac.university/center/UW/internal/activity-log/BP2022
UW,2022,UW2206,60,10/07/2022,312,06/16/2023,1,https://iac.university/center/UW/internal/activity-log/BP2022
UW,2022,UW2205,58,09/30/2022,317,06/16/2023,1,https://iac.university/center/UW/internal/activity-log/BP2022
UW,2022,UW2204,71,09/21/2022,332,06/09/2023,1,https://iac.university/center/UW/internal/activity-log/BP2022
UW,2022,UW2203,49,07/11/2022,361,05/19/2023,1,https://iac.university/center/UW/internal/activity-log/BP2022
UW,2022,UW2202,63,07/11/2022,374,05/18/2023,1,https://iac.university/center/UW/internal/activity-log/BP2022
UW,2022,UW2201,77,07/11/2022,389,05/19/2023,1,https://iac.university/center/UW/internal/activity-log/BP2022
UW,2023,UW2319,4,10/29/2023,344,10/03/2024,1,https://iac.university/center/UW/internal/activity-log/BP2023
UW,2023,UW2318,42,10/09/2023,331,07/24/2024,1,https://iac.university/center/UW/internal/activity-log/BP2023
UW,2023,UW2317,48,10/12/2023,334,07/24/2024,1,https://iac.university/center/UW/internal/activity-log/BP2023
UW,2023,UW2316,49,10/12/2023,335,07/24/2024,1,https://iac.university/center/UW/internal/activity-log/BP2023
UW,2023,UW2315,50,10/12/2023,336,07/24/2024,1,https://iac.university/center/UW/internal/activity-log/BP2023
UW,2023,UW2314,48,10/09/2023,331,07/18/2024,1,https://iac.university/center/UW/internal/activity-log/BP2023
UW,2023,UW2313,49,10/09/2023,332,07/18/2024,1,https://iac.university/center/UW/internal/activity-log/BP2023
UW,2023,UW2312,43,09/15/2023,335,07/03/2024,1,https://iac.university/center/UW/internal/activity-log/BP2023
UW,2023,UW2311,32,08/28/2023,334,06/25/2024,1,https://iac.university/center/UW/internal/activity-log/BP2023
UW,2023,UW2310,12,07/25/2023,334,06/11/2024,1,https://iac.university/center/UW/internal/activity-log/BP2023
UW,2023,UW2309,1,07/07/2023,341,06/11/2024,1,https://iac.university/center/UW/internal/activity-log/BP2023
UW,2023,UW2308,36,06/22/2023,315,03/27/2024,1,https://iac.university/center/UW/internal/activity-log/BP2023
UW,2023,UW2307,59,06/18/2023,342,03/27/2024,1,https://iac.university/center/UW/internal/activity-log/BP2023
UW,2023,UW2306,52,06/02/2023,335,03/11/2024,1,https://iac.university/center/UW/internal/activity-log/BP2023
UW,2023,UW2305,50,05/26/2023,340,03/11/2024,1,https://iac.university/center/UW/internal/activity-log/BP2023
UW,2023,UW2304,52,05/13/2023,313,01/29/2024,1,https://iac.university/center/UW/internal/activity-log/BP2023
UW,2023,UW2303,56,04/27/2023,334,01/29/2024,1,https://iac.university/center/UW/internal/activity-log/BP2023
UW,2023,UW2302,48,04/12/2023,372,02/29/2024,1,https://iac.university/center/UW/internal/activity-log/BP2023
UW,2023,UW2301,40,03/13/2023,332,12/29/2023,1,https://iac.university/center/UW/internal/activity-log/BP2023
UW,2024,UW2417,54,11/06/2024,318,07/28/2025,1,https://iac.university/center/UW/internal/activity-log/BP2024
UW,2024,UW2416,48,10/30/2024,319,07/28/2025,1,https://iac.university/center/UW/internal/activity-log/BP2024
UW,2024,UW2415,48,10/29/2024,309,07/17/2025,1,https://iac.university/center/UW/internal/activity-log/BP2024
UW,2024,UW2414,49,10/02/2024,265,05/06/2025,1,https://iac.university/center/UW/internal/activity-log/BP2024
UW,2024,UW2413,50,10/02/2024,255,04/25/2025,1,https://iac.university/center/UW/internal/activity-log/BP2024
UW,2024,UW2412,42,06/25/2024,314,03/24/2025,1,https://iac.university/center/UW/internal/activity-log/BP2024
UW,2024,UW2411,42,06/14/2024,325,03/24/2025,1,https://iac.university/center/UW/internal/activity-log/BP2024
UW,2024,UW2410,43,06/14/2024,326,03/24/2025,1,https://iac.university/center/UW/internal/activity-log/BP2024
UW,2024,UW2409,22,05/30/2024,320,03/24/2025,1,https://iac.university/center/UW/internal/activity-log/BP2024
UW,2024,UW2408,30,05/15/2024,343,03/24/2025,1,https://iac.university/center/UW/internal/activity-log/BP2024
UW,2024,UW2407,47,04/16/2024,342,02/04/2025,1,https://iac.university/center/UW/internal/activity-log/BP2024
UW,2024,UW2406,32,04/16/2024,386,04/05/2025,1,https://iac.university/center/UW/internal/activity-log/BP2024
UW,2024,UW2405,43,03/27/2024,CnC,02/08/2025,1,https://iac.university/center/UW/internal/activity-log/BP2024
UW,2024,UW2404,33,03/13/2024,362,02/04/2025,1,https://iac.university/center/UW/internal/activity-log/BP2024
UW,2024,UW2403,46,03/13/2024,375,02/04/2025,1,https://iac.university/center/UW/internal/activity-log/BP2024
UW,2024,UW2402,37,02/17/2024,343,12/19/2024,1,https://iac.university/center/UW/internal/activity-log/BP2024
UW,2024,UW2401,6,01/08/2024,333,11/30/2024,1,https://iac.university/center/UW/internal/activity-log/BP2024
UW,2025,UW2518,60,12/23/2025,,,1,https://iac.university/center/UW/internal/activity-log/BP2025
UW,2025,UW2517,60,12/21/2025,,,1,https://iac.university/center/UW/internal/activity-log/BP2025
UW,2025,UW2516,60,12/20/2025,,,1,https://iac.university/center/UW/internal/activity-log/BP2025
UW,2025,UW2515,59,12/18/2025,,,1,https://iac.university/center/UW/internal/activity-log/BP2025
UW,2025,UW2514,58,12/13/2025,,,1,https://iac.university/center/UW/internal/activity-log/BP2025
UW,2025,UW2513,52,12/05/2025,,,1,https://iac.university/center/UW/internal/activity-log/BP2025
UW,2025,UW2512,59,12/07/2025,,,1,https://iac.university/center/UW/internal/activity-log/BP2025
